user,median_score,mean_score,score_std,label,median_compound,mean_compound,compound_std,emoji,hash,hash_median,hash_std,url,url_median,url_std,trump,trump_median,trump_std
8yj5qg4qz9jynky1imc2aiotp6uwjwxm,0.7598045170307159,0.6850669825077057,0.2437866374084889,0,0.0,-0.12324900000000001,0.463262375097318,0.0,0.0,0,0.0,1.98,2.0,0.14070529413628968,0.01,0,0.09999999999999999
a0b2zb9018211kkel80gr80c3px5mvhc,0.24845333397388453,0.3758380399830639,0.3302045538734983,0,0.37095,0.27339699999999995,0.4571767877347169,0.37,0.16,0,0.46536615322309005,0.41,0.0,0.49431107042371036,0.22,0,0.48367281703584913
b2ue5jnavdf5rxncafwcfgycnqxebpxu,0.4125047028064728,0.4597563723940402,0.3378612549069754,0,0.0,0.11164100000000002,0.36714152697191954,0.02,0.37,0,0.7608474807008885,0.75,1.0,0.4578165130223676,0.02,0,0.1407052941362897
enu4kub4kn25pp392at2kn2pg9dn5tpv,0.7917113304138184,0.6783552468102425,0.29887452422628613,0,0.0,0.036142,0.38020413261905245,0.0,0.0,0,0.0,2.0,2.0,0.0,0.01,0,0.09999999999999999
fjtva8jxymk5z3b6rpw65hkdt0f8j5bn,0.7774217128753662,0.6549184014927596,0.3115374367525991,1,0.0,0.02167600000000001,0.46768889450621387,0.4,0.46,0,1.1496156582163282,0.84,1.0,0.3949172013974523,0.01,0,0.1
fsrnc43crfcw20q5jv6rl620qluckgjx,0.6285956501960754,0.5671660966612398,0.2733708346616516,0,0.0,0.18908699999999995,0.38119619478714895,0.0,0.0,0,0.0,1.0,1.0,0.0,0.01,0,0.09999999999999998
gcqzgv3cp8dnm31ys5uy2b8pifq2hhay,0.7725989520549774,0.6877914776280523,0.24955973034441692,0,0.0,0.066914,0.35912839689808135,0.08,0.09,0,0.6371495868001456,1.87,2.0,0.39325114703769737,0.03,0,0.1714466079977653
iejmhz7ospkdpfy5ma3uc4b9ry4a764b,0.5202204436063766,0.5235093926731497,0.3200860043303559,0,0.0,-0.019975,0.37258148464734564,0.0,0.0,0,0.0,1.94,2.0,0.31204765240863036,0.0,0,0.0
jc9m8zuhcr9yhtqhvttea9phyyl0n9lx,0.9019395112991333,0.8136580391228199,0.2000448237693343,1,0.0,-0.00809,0.3569465572707976,0.0,0.0,0,0.0,1.98,2.0,0.14070529413628968,0.03,0,0.1714466079977653
l4e0nfw0yzzaouhu9efltwdk6m95jloj,0.9385305345058441,0.782315956428647,0.2753076955523348,0,0.0,-0.020086000000000007,0.3293571504147025,0.0,3.22,3,0.43992653197477594,1.0,1.0,0.0,0.06,0,0.23868325657594205
l7o357ot2banopizg7vid5tbso9h4y3m,0.8598349988460541,0.7523437247239053,0.25940786033002944,0,0.0,-0.038243000000000006,0.35249567122637593,0.0,0.0,0,0.0,1.0,1.0,0.0,0.03,0,0.22270150335361363
ltl8gf0qeokew9j5fjouzjgj1iggwcqk,0.9215568900108337,0.8761128264665604,0.15541996566855107,1,0.0,-0.075054,0.32598371602758247,0.0,0.0,0,0.0,1.61,2.0,0.4902071300001972,0.27,0,0.4461960433384738
q30p8rrnxl5jld9j35f5vx7u6epuf2gr,0.08722930774092674,0.2573648507287726,0.300361631228935,0,0.0,0.146546,0.37886631431845796,0.04,0.15,0,0.5573204290227128,1.33,1.0,0.652191333393457,0.0,0,0.0
sl3rfi2vsl1ambrnean1iwesvbog40x2,0.14754493534564972,0.25942426631227133,0.2763490799585451,0,0.0,0.022529999999999998,0.4202500517068331,0.1,0.02,0,0.1407052941362897,1.34,1.5,0.7415517445863032,0.0,0,0.0
texx4na58bvzj89l8j19lrsf3e6jxkkw,0.799695760011673,0.68199627969414,0.2779436263668509,0,0.0,0.114322,0.28134034013247833,0.0,1.0,1,0.0,2.0,2.0,0.0,0.0,0,0.0
txx1g7ne2p633i81z15w7lqz8p858pil,0.37839941680431366,0.4457350544258952,0.3618225236339833,1,0.0,0.10255899999999997,0.43112243827811697,0.2,0.1,0,0.38924947208076155,0.81,1.0,0.4191140246479061,0.05,0,0.21904291355759034
veiwupaigla1qbijyxu3oujyjumg7wio,0.9710635840892792,0.9362190964818001,0.0925959205400634,1,0.0,0.12049299999999998,0.3953208606686447,0.0,1.01,1,0.09999999999999999,1.0,1.0,0.0,0.0,0,0.0
xb9ig94k4epico5uwz5bp0ijzeqq8s6h,0.2097017616033554,0.34059049068018793,0.29515562965878633,1,0.0,-0.014922000000000005,0.4439753761895204,0.03,0.25,0,0.8333333333333333,0.25,0.0,0.4999999999999999,0.1,0,0.30151134457776363
ynms1hvhmzagkbx86y4wp6nocxx1ktf2,0.5043594241142273,0.52215711673256,0.31682858210858994,1,0.0,0.013227000000000003,0.3927687249308916,0.0,0.03,0,0.22270150335361363,1.03,1.0,0.3319668962442192,0.0,0,0.0
zo3dy2tmqdzyowk6d0amswrlsr4ze1pn,0.6922421157360077,0.6022753887996077,0.27760342754152106,1,0.0,0.16674299999999992,0.2645427441565135,0.0,1.0,1,0.0,1.85,2.0,0.35887028128263665,0.0,0,0.0
