user,median_score,mean_score,score_std,label,median_compound,mean_compound,compound_std,emoji,hash,hash_median,hash_std,url,url_median,url_std,trump,trump_median,trump_std
dnmht6eebqauwh4w6akiy9q1zb0ebl0g,0.7347648739814758,0.6556088412553072,0.23898096657159956,1,0.0,0.049611999999999996,0.39039571824527275,0.0,0.0,0,0.0,1.0,1,0.0,0.03,0,0.1714466079977653
e0sqnlig8tfs3nggqs4ppm21n42nd1y9,0.19108790904283524,0.3225088768219575,0.3015167217424886,0,0.0,0.09872900000000001,0.3479417684053039,0.01,1.38,1,0.5276209229966515,1.02,1,0.1407052941362897,0.0,0,0.0
f8vlyg0wtbsmu9p9t3egonfs8rqjn6tp,0.46858723461627955,0.44910227896645666,0.2594772639213945,1,0.0,-0.016524999999999995,0.4766002743283927,0.18,0.09,0,0.2876234912646613,0.58,1,0.4960449637488582,0.1,0,0.30151134457776363
fgpby3hpq0dxahoz31sahl2ywp4ic8cp,0.8062757849693298,0.7075314440904186,0.2298163265225312,0,0.0,0.022113999999999995,0.3722684555993744,0.0,0.01,0,0.1,1.74,2,0.4408440022768081,0.08,0,0.307482445914323
g0ibdptztphdny4qdkmkvlo78etktkuo,0.3024612069129944,0.358985952232033,0.24730484209153314,1,0.0,-0.027372,0.2894019790373021,0.0,3.06,0,3.6537513585216748,1.68,2,0.4688261722621507,0.03,0,0.1714466079977653
gopyguzecqwdmfvh3ggsui9s5q7nzpnc,0.7239078283309937,0.6472971332818269,0.2713961554087837,0,0.0,0.131545,0.272580405846633,0.02,0.06,0,0.4221158824088691,1.08,1,0.4187523556393866,0.0,0,0.0
hvdrhgkik7svztwi5h151fj3023nuwx2,0.16860073804855347,0.24411784670781345,0.2498136506011395,0,0.0,0.06477100000000001,0.4880104584272181,0.07,0.01,0,0.09999999999999999,1.84,2,0.5069217858503391,0.01,0,0.09999999999999999
jztc6t415ocxtnioyvgzddv49j3pcus4,0.6263335943222046,0.5693419341742992,0.26616622143767876,0,0.0,0.0029579999999999962,0.3971356036835923,0.0,0.02,0,0.14070529413628968,1.3,1,0.502518907629606,0.0,0,0.0
kw8tsmtmqgfloq4ucb9hbizt7vhwieug,0.49361173808574677,0.4635217210277915,0.2607066240611852,0,0.0,0.11680800000000001,0.277882887431509,0.0,0.15,0,0.4351941398892446,1.0,1,0.0,0.0,0,0.0
lgetudqf25r56kapeymcv95x8q7moka8,0.11975974217057228,0.26192352464422586,0.26836234417662985,0,0.0,0.075815,0.29134830187432104,0.0,1.0,1,0.0,1.0,1,0.0,0.0,0,0.0
nd9t6ta0k01m71dhg7z1i4zbl07iomw7,0.24152759462594986,0.2591340507566929,0.1699699119265225,1,0.0,0.087619,0.3126529006774448,0.0,3.05,3,1.849788412688644,1.98,2,0.2,0.0,0,0.0
nrajkdsw3k66fs6xmrcrg5cx59wh6431,0.5663172006607056,0.5488701336458326,0.29879363614535054,0,0.0,0.01258199999999999,0.5434760874707599,0.0,0.47,0,0.7843803447642764,0.9,1,0.5412294272573259,0.0,0,0.0
orkj1m3ty84j2j44evyl475fqlyewkqx,0.6969864070415497,0.606242463439703,0.2694128871632414,1,0.0,-0.078428,0.3884977787022285,0.0,0.0,0,0.0,1.0,1,0.0,0.21,0,0.40936018074033237
ozlchq4ao96rke4n2xbz9hxo8ogd1unu,0.1621345579624176,0.21249943877337502,0.19357837711947026,0,0.0,-0.0009209999999999973,0.38986284749585437,0.0,1.0,1,0.0,1.0,1,0.0,0.0,0,0.0
pyshaf7jwywzfkafcepizgkbdide8ypf,0.29708972573280334,0.36256364149041476,0.25185762791574384,1,0.08995,0.21266,0.4262860442416002,0.0,0.0,0,0.0,1.0,1,0.0,0.0,0,0.0
t72vej72nk7lc5tbfo59icweo0c94no7,0.7863785028457642,0.7114925425965339,0.22559359601792017,1,0.0,-0.03489600000000001,0.41484640602263745,0.0,0.0,0,0.0,1.0,1,0.0,0.11,0,0.31446603773522014
w0payh6v0jjxkkafl6vsvc4n8kgpv7ox,0.8364643454551697,0.7794939325749874,0.180953336092788,1,0.0,-0.05397199999999999,0.43800875713767756,0.0,0.0,0,0.0,1.0,1,0.0,0.03,0,0.1714466079977653
xuf151z5jzhhj2er2adkxed1zcbhjykc,0.7060920298099518,0.6429797772597522,0.2740449997559728,0,0.08995,0.250655,0.3380528472746607,0.0,0.01,0,0.09999999999999999,1.11,1,0.3732196796699355,0.0,0,0.0
z5ph5cupbgi6fqg4oxrkqkpbazwad4zy,0.10371490940451622,0.2717572814319283,0.31047833125929153,1,0.6858,0.5935770000000001,0.31769352325501043,1.51,0.05,0,0.26111648393354675,1.0,1,0.0,0.0,0,0.0
zurv8xodgwcle1guhjai6n1i4cw4lc8r,0.3944416791200638,0.394831118658185,0.17616288099328004,1,0.0,-0.04876499999999998,0.37430804911371224,0.01,0.0,0,0.0,1.73,2,0.5290548080293667,0.5,0,0.5222329678670935
