user,median_score,mean_score,score_std,label,median_compound,mean_compound,compound_std,emoji,hash,hash_median,hash_std,url,url_median,url_std,trump,trump_median,trump_std
epebfko9ccwvfzblh4jkeuo6m89ruv96,0.6143135726451874,0.552731610108167,0.296871713902933,1,0.0,0.015910000000000007,0.38452262191927905,0.01,0.19,0,0.3942772444036626,1.04,1,0.1969463855669324,0.04,0,0.19694638556693242
h56srndge9i25ksdtajjfgsm10e59kgb,0.8256023228168488,0.7348292811214924,0.24874984199082076,1,0.0,-0.05960699999999999,0.4107121492559779,0.0,0.0,0,0.0,0.97,1,0.22270150335361366,0.08,0,0.2726599243442907
j6wo3pt6m38ptcky7otksvpxwfmjm2sy,0.8566246926784515,0.8174930962920189,0.11933037103386614,1,0.0,-0.191985,0.33615764591042757,0.0,0.0,0,0.0,1.78,2,0.4399265319747759,0.56,1,0.49888765156985876
l34d9zzi2gk1784oqmeycg8hffjr5t18,0.5923543572425842,0.5508853638730943,0.29226452229644645,0,0.0,-0.06113099999999998,0.3781201678732903,0.0,0.0,0,0.0,1.72,2,0.6208498574168682,0.04,0,0.19694638556693236
mvjrx5w1ykzs4xhfyp0u3isaotao9ig6,0.023053833283483982,0.25755637240596113,0.3601043531007032,1,0.0,0.15304699999999996,0.3512396788677371,0.02,0.73,1,0.897302354366417,2.0,2,0.7654139963827327,0.0,0,0.0
oh97ndodfecyygydoh15xtcehksgre9w,0.1072603166103363,0.17835947064682842,0.218994528034097,0,0.6597,0.39658500000000024,0.39808483268664174,0.48,0.54,0,0.6100173867368144,0.89,1,0.3144660377352201,0.0,0,0.0
pun1empp6oyjujfvrtfrq7t21bndapau,0.2918227016925812,0.3628431700915098,0.284968094498126,0,0.0,0.078476,0.3033683559934718,0.01,0.0,0,0.0,0.94,1,0.4675316658643119,0.03,0,0.1714466079977653
q91ww3hmw5lof951ts61p3mu52oxrl3o,0.8661194741725922,0.8119972759485244,0.15454287145634277,1,0.0,-0.13023399999999996,0.31671014828110966,0.0,0.0,0,0.0,0.0,0,0.0,0.17,0,0.3775251680686369
ryzyq2dmk3gg9oinvwi2ujutu0jzs4iw,0.349465936422348,0.3720538224373013,0.29973618432513205,0,0.0386,0.24425799999999998,0.3468717328152622,0.31,0.0,0,0.0,1.34,1,0.49685881985598984,0.0,0,0.0
syphkjiitpehetpk3avmh2tnfayhlbnb,0.5547895431518555,0.5285768637806177,0.28611248399667255,0,0.0,0.12444399999999999,0.38425515284624207,0.0,0.09,0,0.3208259542638234,0.86,1,0.34873508801977693,0.0,0,0.0
w73115nc8smn0t3xr1ojqp6dqpb1tq35,0.6336058676242828,0.5815393462404609,0.3055523878291959,0,0.0,0.10199300000000001,0.31532314137382716,0.0,0.08,0,0.2726599243442907,0.93,1,0.2564323999762428,0.0,0,0.0
ypfbkkx6ffwmr9jiict56hl7zujikesq,0.43698178231716156,0.4503843919653445,0.3426095198074144,1,0.0,0.19211200000000006,0.33532479875879484,0.04,0.41,0,1.2151817422372122,1.16,1,0.7066781016799228,0.01,0,0.1
